,Unnamed: 0,model,content,score,creationTime,nickname,productColor,productSales,productSize,userClientShow,userLevelName
30909,30909,华为平板M3,指纹识别不管用，耳机听不清，触屏敏感，这一星我给快递吧。,1,2017-05-05 02:46:15,弑***啸,日晖金,64G,WIFI版,来自京东Android客户端,钻石会员
30910,30910,华为平板M3,套餐居然可以没发过来什么都没有，超级差评,1,2017-05-04 16:37:53,j***l,日晖金,64G,LTE版,来自京东Android客户端,金牌会员
30911,30911,华为平板M3,这个平板是个鸡肋，而且材质不好。背面太滑，手感差劲,1,2017-05-04 00:39:12,独***3,日晖金,32G,WIFI版,来自京东Android客户端,PLUS会员
30912,30912,华为平板M3,东西可以，就是说话和放屁一样,1,2017-05-03 07:22:59,东***6,皓月银,32G,WIFI版,来自京东Android客户端,金牌会员
30913,30913,华为平板M3,明明写了送手机壳，但是没有收到，问客服联系说有货，但是不送，挺坑啊。买的时候送，到货就没了,1,2017-05-02 21:28:17,p***t,皓月银,32G,LTE版,来自京东iPhone客户端,PLUS会员
30914,30914,华为平板M3,过期的会员卡 都能送出来,1,2017-05-02 20:11:13,猛***乳,皓月银,32G,LTE版,来自京东iPhone客户端,钻石会员
30915,30915,华为平板M3,物流快，这个不容置疑，东西刚收到，对于产品暂不做评价，因为还没用！先说说京东网，收到东西打开后，附赠只有一个充电器，别的什么也没有了，保护套，附带膜，耳机&hellip;&hellip;一个看不到，,1,2017-05-02 11:46:33,jd_151919bcp,皓月银,32G,WIFI版,来自京东Android客户端,银牌会员
30916,30916,华为平板M3,买之前明明提示有礼品，买之后没有了，找客服，直接玩文字游戏。无所谓，礼品是小事情，欺骗是大事情。,1,2017-05-14 07:50:35,爷***癫,日晖金,32G,WIFI版,来自京东iPhone客户端,金牌会员
30917,30917,华为平板M3,很不开心刚买完第二天就降价了太坑了,1,2017-05-11 17:24:46,-***-,皓月银,32G,WIFI版,来自京东Android客户端,金牌会员
30918,30918,华为平板M3,没有送会员，没有皮套，官方都是有的吧，价格一样你分开卖,1,2017-05-11 15:52:16,w***o,日晖金,32G,WIFI版,来自京东Android客户端,金牌会员
30919,30919,华为平板M3,给家里老人买来看视频的，一天也用不了多久。结果使用了才一个多月，触屏就失效了 点击没有反应，返修一次，结果还是一样。非常差的购物体验。,1,2017-05-11 15:03:44,a***h,日晖金,32G,WIFI版,,金牌会员
30920,30920,华为平板M3,东西还行，就是商家太让人失望了，缺货了还让我购买，买了以后告诉我没货，呵呵了,1,2017-05-11 09:41:37,偏***病,皓月银,32G,WIFI版,来自京东Android客户端,金牌会员
30921,30921,华为平板M3,为了玩音游而买的板子[个人不喜欢iOS又因为所谓的爱国情怀没有买三星所以选择了买这个]，然而买回来最基本的节奏大师都不能玩，掉帧贼严重，这钱算是白花了，板子扔哪儿算是废的,1,2017-05-04 22:52:03,不***客,皓月银,32G,WIFI版,来自京东Android客户端,铜牌会员
30922,30922,华为平板M3,突然发现京东好垃圾！我要退单拦截不成功让我退货！我退了货扣了我500京东豆！！你们脑子是不是有病？？怎么都是消费者吃亏？500京东豆无所谓的事！就说这什么垃圾规定？？,1,2017-05-04 19:02:19,月***罂,日晖金,32G,WIFI版,来自京东Android客户端,钻石会员
30923,30923,华为平板M3,才玩几天王者就开始卡了，差评,1,2017-05-01 22:05:44,勰***木,日晖金,64G,LTE版,来自京东Android客户端,PLUS会员
30924,30924,华为平板M3,第一次给差评 拍的时候说带壳子带钢化膜 收到货的时候说没有 那卖得时候可以说没有啊 一起买套餐就好了 这骗来骗去有意思吗 五一送麻麻 难道五二五三再送个膜 再送个壳？？？？？？？？客服不要说我这儿看不见信息 我想问看不到信息 那还要客服干嘛 有没有货你那都说不清 那还用客服干嘛 我自己看页面介绍就好了啊,1,2017-05-01 13:11:59,m***i,日晖金,32G,WIFI版,来自京东Android客户端,PLUS会员
30925,30925,华为平板M3,拍的时候套装没货，啥也没给,1,2017-05-01 09:15:29,j***j,皓月银,32G,LTE版,来自京东iPhone客户端,银牌会员
30926,30926,华为平板M3,对华为解决问题的态度非常失望！！！！！！！,1,2017-04-30 20:28:43,j***8,日晖金,32G,WIFI版,来自京东Android客户端,金牌会员
30927,30927,华为平板M3,平板我觉得还可以，就是为什么说好送的一年的乐视会员卡没有看到，讲真，做生意不就是讲诚信吗，不送就不要说，你没有那个会员卡也买，可是你都说了要送结果什么都没有看到，真的很失望?，请诚信经营！已申请售后，不解决就退货吧,1,2017-04-30 18:08:38,jd_187799avi,皓月银,32G,WIFI版,来自京东Android客户端,金牌会员
30928,30928,华为平板M3,刚刚用了一个月，昨天玩王者，忽然间右下角技能点了没反应了，我就退出重新登录了一次还是不行，再登录一次后才又好了，我以为是小毛病就没管，因为后面又玩了几把都正常所以没再管，今天刷朋友圈，朋友发的短视频打开居然卡帧了，这把我恼的！看来华为的平板质量真不咋地，关键是这价格还不便宜！果断差评！,1,2017-04-28 10:49:54,j***a,皓月银,32G,LTE版,来自京东Android客户端,银牌会员
30929,30929,华为平板M3,没有发票，赐买时确认有发票为什么没有？,1,2017-04-27 12:52:33,jd_老男孩。。,皓月银,32G,WIFI版,来自京东Android客户端,银牌会员
30930,30930,华为平板M3,没有收到耳机,1,2017-05-01 08:30:36,独***飞,皓月银,32G,LTE版,来自京东Android客户端,银牌会员
30931,30931,华为平板M3,速度极慢，M3就在乌鲁木齐库，发到霍尔果斯用了三天多。更为可笑的是，下单后系统提示：预计十天送达,1,2017-04-26 17:54:57,j***d,日晖金,32G,WIFI版,来自京东Android客户端,银牌会员
30932,30932,华为平板M3,很差的一次购物，我怀疑自己买到退货品了。果然secondhand东 实至名归。接口处明显有划痕，一共三处，由于反光和相机问题只能拍到几个，很明显就是别人用过的然后7天无理由。麻烦你们能不能别这么缺德让其他消费者买单？还有那些买了弄花又退货的，请断子绝孙,1,2017-04-26 00:46:28,h***7,日晖金,32G,WIFI版,来自京东Android客户端,金牌会员
30933,30933,华为平板M3,拖影，平板自身素质问题，拖影很严重，严重影响使用，不要说什么专业术语，用户体验就是屏幕拖影,1,2017-04-25 15:58:39,w***y,日晖金,32G,WIFI版,来自京东Android客户端,PLUS会员
30934,30934,华为平板M3,京东服务没问题！只是产品体验很差，很失望，我想说两句，不想黑谁，只是自己的实际体验，才买一天的华为M3，就是为了玩王者荣耀买的，开高清，系统很流畅，显示效果不错，玩了两小时打了5局后，用掉46%的电量，这已经很不错了，但是突然出现一个非常尴尬的问题，虚拟按键处，摇杆触按失灵，说白了就是你按技能键没有反应，大概延迟4-6秒，一开始我以为是系统问题，重启后还是这样。。。已申请退货了。。。我手机用的是华为mate8，用了一年多，也有小问题题，升级最新系统后，导航失灵，各种法都不行，一度想申请维修，最后度娘后退回原来的出厂系统，可以导航了。。。再说下苹果，手机我只用过4s，用了快3年，除了电池续航不如华为mate 8，当然价格是4s的一半，平板我今年才给自己买的mini2，目前还没问题！我爱国，更想支持国货，但是你也得给我一个支持国货的信心啊！真心希望华为能把产品做好！产品价值才是核心啊，看到国人蜂拥国外买净水器、马桶盖、电饭煲，为啥，还不是因为国货产品质量不行么！我们没有做的很精的消费品，你们说呢？,1,2017-04-23 09:44:58,萧***爷,日晖金,64G,WIFI版,来自京东iPhone客户端,PLUS会员
30935,30935,华为平板M3,写下购买体会和使用心得分享给其他?伙伴就有机会赢红豆,1,2017-04-24 01:02:13,D***9,日晖金,32G,WIFI版,来自京东iPhone客户端,PLUS会员
30936,30936,华为平板M3,差评！买过最差的平板了，充电很难插进去，开机软件还有使用记录和别人的照片（哎），伤心，想想退货太麻烦，买来就是看漫画的将就用吧。,1,2017-04-23 21:56:10,肉***娜,日晖金,64G,WIFI版,,金牌会员
30937,30937,华为平板M3,电池太不经用了，满电，连两部电影几乎都看不完。不知道为什么那么多人说好,1,2017-04-23 16:44:44,j***4,皓月银,32G,WIFI版,来自京东Android客户端,钻石会员
30938,30938,华为平板M3,平板还是不错的，一开始担心长宽比会奇怪，但是拿回来看着很舒服，但是有一点，原配的充电器会吱吱响，这不知道是不是充电器的问题，我现在不太敢充电了，关键是客服还不理人了！到底是什么情况！,1,2017-04-19 09:02:53,-***-,皓月银,32G,WIFI版,来自京东Android客户端,银牌会员
30939,30939,华为平板M3,耳机被京东克扣掉，可气,1,2017-04-18 14:10:51,D***3,日晖金,64G,LTE版,来自京东iPhone客户端,银牌会员
30940,30940,华为平板M3,华为真**D恶心，还不如手机，。。。这两年做的稍微好一点，**就开始做死，CPU  内存 是二手的吧，玩个植物大战僵尸都卡成?，。。。这智商税***d的认,1,2017-04-23 00:15:02,你***爹,日晖金,32G,WIFI版,来自京东Android客户端,金牌会员
30941,30941,华为平板M3,介绍里的耳机机器里没有，不知道是不是二手机器，跟客服说话也没反映,1,2017-04-22 22:43:45,k***w,皓月银,32G,WIFI版,,PLUS会员
30942,30942,华为平板M3,耳机也没有操,1,2017-04-22 12:54:05,i***L,皓月银,32G,WIFI版,来自手机QQ购物,银牌会员
30943,30943,华为平板M3,客服欺骗人，明明说有赠品，而且我拍的时候也显示有赠品我才拍的，结果拿到平板没有赠品，还说是赠完即止不能解决，太恶心了人了,1,2017-04-22 11:54:55,4***c,皓月银,32G,WIFI版,来自微信购物,银牌会员
30944,30944,华为平板M3,屏幕拖影，用的是廉价的负液晶显示屏，华为偷工减料，迟早要倒闭！,1,2017-04-22 09:11:26,有***起,皓月银,32G,WIFI版,来自京东Android客户端,PLUS会员
30945,30945,华为平板M3,刚买就降价，我也是醉了，皮套外壳都是自己买的，买过以后就都送了，关键是钢化膜还是烂的,1,2017-04-21 20:44:30,c***1,日晖金,32G,WIFI版,来自微信购物,金牌会员
30946,30946,华为平板M3,平板用着还凑合吧勉勉强强玩游戏比如王者荣耀屏幕不清晰 看不出来是2K的高清屏出来 玩个小游戏比如说坦克连 会有卡顿  听音乐声音小还可以 声音一方大就有杂音了 像素一般般 第一次用华为平板 有点失望 第一次也是最后一次 而且买完没几天就 做秒杀活动了 降价了 申请保价 又说什么送赠品了 不可以保价！失望?,1,2017-04-18 13:26:14,爱***你,日晖金,32G,WIFI版,来自京东iPhone客户端,金牌会员
30947,30947,华为平板M3,太伤了  充电  和  用的时间一样  一天基本都是充起电在用,1,2017-04-17 12:39:48,c***7,日晖金,32G,WIFI版,来自京东Android客户端,银牌会员
30948,30948,华为平板M3,对京东很失望，所谓的赠品也只是一个幌子，过来什么都没有，一直在京东买东西，感觉好像知道女神被玷污一样，差劲的，客服，东西越来越不行了。对得起那些一直相信你的人吗？这样下去，相信也会慢慢消失的。,1,2017-04-17 11:35:11,l***2,皓月银,32G,WIFI版,来自京东iPhone客户端,PLUS会员
30949,30949,华为平板M3,买了这平板多次想退货，但是想着能升7.0就没退，实际升了7.0后真是后悔没退货，网络不稳定，老掉线，拖影还是比较明显的。更气人的是买完就送钢化膜和保护壳，联系客服都不理睬你，奉劝买这平板的还是加点钱买个是ipad吧。一颗星给京东送货的，这板一颗星也不想给。,1,2017-04-21 08:38:06,r***e,日晖金,32G,WIFI版,来自京东iPhone客户端,PLUS会员
30950,30950,华为平板M3,买回来充电口有划痕，充电线半天才能拔下来，真服了,1,2017-04-20 23:32:34,j***d,日晖金,32G,WIFI版,来自京东Android客户端,金牌会员
30951,30951,华为平板M3,真的得是烂，本来对国产华为很有信心的，结果出来个垃圾，各种屏幕问题。正如大家说的，1拖影严重，时间长眼镜会花，2屏幕玩游戏老是失灵。充电超级慢。也是很失望的一次购物。包装破的。哎，，，但是还是希望华为加油。,1,2017-04-19 20:55:21,家***钻,皓月银,32G,LTE版,来自京东Android客户端,银牌会员
30952,30952,华为平板M3,尺寸太小气了,1,2017-04-16 19:16:59,杨***杰,日晖金,32G,WIFI版,来自京东Android客户端,金牌会员
30953,30953,华为平板M3,我只想说买了两天，死机5次，屏幕拖影严重，边框有点凹痕，不给换货，不保修，不给退货，华为你是可以的。,1,2017-04-15 17:03:57,ATjKvMiZFNwc,皓月银,32G,WIFI版,来自京东Android客户端,银牌会员
30954,30954,华为平板M3,买来用来看视频的，又买了一个128g的内存卡，下载好电视剧一会文件丢失重新下载，然后格式化，又显示内存卡坏了，好吧不用内存卡了，直接本地下载也一样动不动文件丢失请重新下载，现在有赠品了，之前毛都没有，第一次给差评，差评！！！,1,2017-04-15 01:36:36,j***b,皓月银,32G,WIFI版,来自京东Android客户端,金牌会员
30955,30955,华为平板M3,京东是个混蛋的购物平台，购物不愉快。买的时候只有皮套送，买完了现在又多送钢化膜。不喜欢。,1,2017-04-15 00:43:48,j***s,日晖金,32G,WIFI版,来自京东iPhone客户端,银牌会员
30956,30956,华为平板M3,中间按键时常失灵是什么情况,1,2017-04-14 23:25:54,j***陈,皓月银,32G,LTE版,来自京东Android客户端,金牌会员
30957,30957,华为平板M3,2000块就这包裹，闹着玩呢！好像让人拆了又封上的！里面保护措施都没有，电子产品啊，摔来摔去的你就这么弄！买个杯子还有泡沫呢！垃圾物流,1,2017-03-27 14:11:58,j***5,,,皓月银【32G】WIFI版,来自手机QQ购物,金牌会员
30958,30958,华为平板M3,这一颗星是死皮赖脸要的，也是看在送货速度和送货员的面子给的，包装很简单里面就是一个装平板的盒子，外面就一个箱子套上去，而且那天还下很大的雨，基本防水的都没有。画质很差，之前我有特意问过这方面的，客服说的天花乱坠的在加上看到有那么多好评所以就相信了，可是画质太差了，又问客服他说不能退了，还说屏幕大了有所影响，我说那人家还比较大寸的是不是卖不出了，比如电视，然后他说电视是站的远看的，总之那意思就是坚决不承认&lsquo;平板质量没问题&rsquo;在京东上以前也买过两部手机，也没这样的，真是的?，太气人了！,1,2017-03-27 09:47:42,j***r,,,日晖金【32G】WIFI版,来自京东Android客户端,金牌会员
30959,30959,华为平板M3,膜也不给贴，不会贴的人拿那个膜跟本就是浪费,1,2017-03-26 18:37:33,j***h,,,皓月银【32G】LTE版,来自京东Android客户端,金牌会员
30960,30960,华为平板M3,第一次听说不送耳机的，难怪华为品牌价值就是不如苹果。这是最后一次买华为。,1,2017-03-25 19:03:11,j***y,,,日晖金【64G】LTE版,来自京东iPhone客户端,PLUS会员
30961,30961,华为平板M3,屏幕失灵，失望，自己修。,1,2017-03-22 16:16:53,j***b,,,皓月银【32G】LTE版,来自京东iPhone客户端,钻石会员
30962,30962,华为平板M3,东西还不错，不过电量真的有点说不过去，玩的话，三个小时顶多啦,1,2017-03-22 12:13:32,j***j,,,日晖金【32G】WIFI版,来自京东Android客户端,银牌会员
30963,30963,华为平板M3,这**什么鬼  自带的视频播放器都没有  买m3就是为了看电影的 真**恶心,1,2017-03-25 13:56:05,j***k,,,日晖金【32G】WIFI版,来自京东Android客户端,铜牌会员
30964,30964,华为平板M3,刚买没几天就不能使了！使用频率还不高呢！就是放在店里摆着给客户偶尔看看图！居然连这么起码的简单要求都满足不了！超级差评！这么支持国产品牌结果令我很失望！没给过这么差的评价！还没几天触屏就不能用了！还间歇性的自动重启！输密码都输不了！指纹识别进去之后就没有之后了！什么都操作不了！联系客户也没什么建设性意见！只有等有时间自己去找售后了！以前很支持京东自营！失望了！除了产品外其他的都挺好,1,2017-03-24 16:31:14,j***8,,,日晖金【32G】WIFI版,来自京东iPhone客户端,金牌会员
30965,30965,华为平板M3,用这还可以，我只是想问问，开机为什么默认是泰文，当时崩溃啊！纯靠蒙，我觉得是翻新机或者返厂机，开机就能用了，以后从京东买东西，真要考虑一下了,1,2017-03-24 16:15:17,j***s,,,皓月银【32G】WIFI版,来自京东Android客户端,金牌会员
30966,30966,华为平板M3,言过其实了，不太理想，买来就算了！！！,1,2017-03-22 09:29:59,j***b,,,日晖金【32G】WIFI版,,钻石会员
30967,30967,华为平板M3,最开始买的时候为了等128，开始没货，后面没分类了，结果我买了32的，这倒好，现在128的又出来了，你要知道我另外买了个599的耳机。。。真是坑,1,2017-03-20 15:01:47,j***7,,,皓月银【32G】WIFI版,来自京东Android客户端,银牌会员
30968,30968,华为平板M3,物流挺快，保护膜没给发过来，问客服，两天了没理我，也没给个答复!我就想问一下京东，膜呢？飞了啊！,1,2017-03-19 20:12:49,j***c,,,日晖金【32G】WIFI版,来自京东Android客户端,银牌会员
30969,30969,华为平板M3,特别失望   客服也没有介绍能不能装电信卡   没有耳机  很不愉快的一次购物 感觉这个价位贵  很不满意   亏死了   本来自己有个电信卡  前两天买电脑买了又买了一个电信的   没想到装不了   而且还办两年的合月     早知道我就不买了   很不满意  特别生气,1,2017-03-17 17:10:38,妈***你,,,皓月银【32G】LTE版,来自京东iPhone客户端,银牌会员
30970,30970,华为平板M3,爱国情怀可真不是白给的，你要走的路还需要很漫长，就不要吹明年超苹果了吧！要真真正正做好产品给国人，品质不是靠吹出来的。用了半天最大问题是屏幕拖影太严重了，看文章活受罪啊！这样的新款M3跟你的品牌和价格太不相称了&hellip;差评！,1,2017-03-17 00:30:08,h***n,,,日晖金【32G】WIFI版,来自京东Android客户端,钻石会员
30971,30971,华为平板M3,平板不好 声音按键有点问题，其他还行 说赠品然后是赠完为止，到我就赠完了,1,2017-03-16 19:23:02,黯淡Star,,,皓月银【32G】LTE版,来自京东Android客户端,银牌会员
30972,30972,华为平板M3,买贵了，京东价格一直在变动，买的时候1888现在1868，而且这个价格买这款产品确实不便宜，建议大家看好再买,1,2017-03-15 22:25:25,j***g,,,日晖金【32G】WIFI版,来自京东iPhone客户端,金牌会员
